X,Y,DCGISPLACE_NAMES_PTNAME,DCGISADDRESSES_PTADDRESS,DCGISADDRESSES_PTWARD,MARVW_PLACE_NAME_CATEGORIESCATEGORY,DCGISPLACE_NAMES_PTSTATUS,DCGISPLACE_NAMES_PTPLACE_NAME_ID,DCGISPLACE_NAMES_PTMAR_ID,DCGISPLACE_NAMES_PTBEFORE_DATE,DCGISPLACE_NAMES_PTBEFORE_DATE_SOURCE,DCGISPLACE_NAMES_PTBEGIN_DATE,DCGISPLACE_NAMES_PTBEGIN_DATE_SOURCE,DCGISPLACE_NAMES_PTFIRST_KNOWN_DATE,DCGISPLACE_NAMES_PTFIRST_KNOWN_DATE_SOURCE,DCGISPLACE_NAMES_PTCREATED_DATE,DCGISPLACE_NAMES_PTCREATED_USER,DCGISPLACE_NAMES_PTLAST_EDITED_DATE,DCGISPLACE_NAMES_PTLAST_EDITED_USER,DCGISPLACE_NAMES_PTSE_ANNO_CAD_DATA,DCGISPLACE_NAMES_PTOBJECTID,DCGISADDRESSES_PTOBJECTID,DCGISADDRESSES_PTSE_ANNO_CAD_DATA,DCGISADDRESSES_PTSMD,DCGISADDRESSES_PTANC
-77.0255371491905,38.8839790868398,INTERNATIONAL SPY MUSEUM,700 L'ENFANT PLAZA SW,Ward 6,MUSEUM / ZOO,ACTIVE,16922,317008,,,,,,,2019/05/13 07:21:26+00,DAVID,,,,667417,6901446,,SMD 6D01,ANC 6D
-77.0255371491905,38.8839790868398,SPY MUSEUM,700 L'ENFANT PLAZA SW,Ward 6,MUSEUM / ZOO,ACTIVE,16923,317008,,,,,,,2019/05/13 07:21:26+00,DAVID,,,,667418,6901446,,SMD 6D01,ANC 6D
-77.022940280048,38.8928326103589,NATIONAL ARCHIVES,700 PENNSYLVANIA AVENUE NW,Ward 2,MUSEUM / ZOO,ACTIVE,12536,293251,,,,,,,2012/09/14 13:47:15+00,DARREN,,,,667423,6919329,,SMD 2C03,ANC 2C
-77.0464171329598,38.898802962764,THE TEXTILE MUSEUM,701 21ST STREET NW,Ward 2,MUSEUM / ZOO,ACTIVE,16027,311648,,,,,,,2017/11/06 07:14:57+00,DAVID,,,,667435,6894200,,SMD 2A07,ANC 2A
-77.0464171329598,38.898802962764,GEORGE WASHINGTON UNIVERSITY MUSEUM,701 21ST STREET NW,Ward 2,MUSEUM / ZOO,ACTIVE,14004,311648,,,,,,,2014/11/03 09:01:09+00,DAVID,,,,667436,6894200,,SMD 2A07,ANC 2A
-77.0223823012895,38.894445937653,NAVAL HERITAGE CENTER,701 PENNSYLVANIA AVENUE NW,Ward 2,MUSEUM / ZOO,ACTIVE,9828,279889,,,,,,,2010/10/14 10:17:37+00,DARREN,,,,667455,6852650,,SMD 2C03,ANC 2C
-76.9951614411306,38.9328661108712,BROOKLAND WORKS,716 MONROE STREET NE,Ward 5,MUSEUM / ZOO,ACTIVE,12938,309744,,,,,,,2013/09/09 14:11:20+00,DAVID,,,,667597,6882799,,SMD 5F02,ANC 5F
-77.0195887888704,38.8991106109669,GERMAN AMERICAN HERITAGE MUSEUM,719 6TH STREET NW,Ward 2,MUSEUM / ZOO,ACTIVE,12764,238949,,,,,,,2013/03/18 10:47:54+00,DAVID,,,,667625,6786177,,SMD 2C01,ANC 2C
-76.995306316944,38.8730428916174,NATIONAL MUSEUM OF UNITED STATES NAVY,736 SICARD STREET SE,Ward 8,MUSEUM / ZOO,ACTIVE,15639,311896,,,,,,,2016/07/18 10:24:04+00,DAVID,,,,667758,6894360,,SMD 8F01,ANC 8F
-77.0381989023592,38.9000337789522,DECATUR HOUSE MUSEUM,748 JACKSON PLACE NW,Ward 2,MUSEUM / ZOO,ACTIVE,10245,293257,,,,,,,2011/06/07 14:25:55+00,DARREN,,,,667799,6815663,,SMD 2A07,ANC 2A
-77.022945045025,38.9026295658467,HISTORICAL SOCIETY OF WASHINGTON DC,801 K STREET NW,Ward 2,MUSEUM / ZOO,ACTIVE,12532,238956,,,,,,,2012/09/14 13:30:31+00,DARREN,,,,667989,6859283,,SMD 2G05,ANC 2G
-76.9944246584109,38.8918345307795,SHOOK MUSEUM FOUNDATION,802 MASSACHUSETTS AVENUE NE,Ward 6,MUSEUM / ZOO,ACTIVE,15647,79669,,,,,,,2016/07/18 10:41:31+00,DAVID,,,,668015,6889246,,SMD 6A07,ANC 6A
-76.9945917150589,38.8746768045942,US NAVY MUSEUM,805 KIDDER BREESE STREET SE,Ward 8,MUSEUM / ZOO,ACTIVE,12765,291854,,,,,,,2013/03/18 10:49:56+00,DAVID,,,,668058,6827356,,SMD 8F01,ANC 8F
-76.9945917150589,38.8746768045942,WASHINGTON NAVY YARD U.S. NAVY MUSEUM,805 KIDDER BREESE STREET SE,Ward 8,MUSEUM / ZOO,ACTIVE,9606,291854,,,,,,,2010/08/17 08:34:16+00,DARREN,,,,668059,6827356,,SMD 8F01,ANC 8F
-77.0473088467804,38.9122214469916,INTERNATIONAL ARTS & ARTISTS,9 HILLYER COURT NW,Ward 2,MUSEUM / ZOO,ACTIVE,15645,279975,,,,,,,2016/07/18 10:39:00+00,DAVID,,,,668377,6878949,,SMD 2B02,ANC 2B
-77.0244962156388,38.8881799187181,ARTS AND INDUSTRIES BUILDING,900 JEFFERSON DRIVE SW,Ward 2,MUSEUM / ZOO,ACTIVE,3076,293260,,,,,,,2005/08/12 16:06:07+00,OCTO GIS,,,,668405,6817337,,SMD 2C03,ANC 2C
-77.0293069095231,38.9021311519974,PLANET WORD,925 13TH STREET NW,Ward 2,MUSEUM / ZOO,ACTIVE,17702,240926,,,,,,,2021/10/07 12:46:14+00,DAVID,,,,668552,6884534,,SMD 2C01,ANC 2C
-77.0245807426066,38.9000023957799,MUSEUM OF ILLUSIONS,927 H STREET NW,Ward 2,MUSEUM / ZOO,ACTIVE,23012,331068,,,,,,,2022/11/16 14:26:49+00,DAVID,,,,668566,6901105,,SMD 2C04,ANC 2C
-77.0255091830225,38.8879621494984,NATIONAL MUSEUM OF AFRICAN ART,950 INDEPENDENCE AVENUE SW,Ward 2,MUSEUM / ZOO,ACTIVE,3078,293262,,,,,,,2005/08/12 16:06:07+00,OCTO GIS,,,,668615,6792772,,SMD 2C03,ANC 2C
-77.0117706927122,38.9417078032943,LINCOLN'S COTTAGE,,Ward 5,MUSEUM / ZOO,ACTIVE,12537,292871,,,,,,,2012/09/14 14:02:55+00,DARREN,,,,668995,6878408,,SMD 5A05,ANC 5A
-77.0259758185518,38.8912730757097,NATIONAL MUSEUM OF NATURAL HISTORY,,Ward 2,MUSEUM / ZOO,ACTIVE,2992,293188,,,,,,,2005/08/12 16:06:07+00,OCTO GIS,,,,669087,6897427,,SMD 2C03,ANC 2C
-77.030049023856,38.8912376868383,NATIONAL MUSEUM OF AMERICAN HISTORY,,Ward 2,MUSEUM / ZOO,ACTIVE,3005,293200,,,,,,,2005/08/12 16:06:07+00,OCTO GIS,,,,669088,6878679,,SMD 2C03,ANC 2C
-77.0166387690034,38.8912403670627,NATIONAL GALLERY OF ART - EAST BUILDING,,Ward 2,MUSEUM / ZOO,ACTIVE,3015,293209,,,,,,,2005/08/12 16:06:07+00,OCTO GIS,,,,669089,6879100,,SMD 2C03,ANC 2C
-77.0199246112473,38.8913060642939,NATIONAL GALLERY OF ART - WEST BUILDING,,Ward 2,MUSEUM / ZOO,ACTIVE,3062,293249,,,,,,,2005/08/12 16:06:07+00,OCTO GIS,,,,669090,6879099,,SMD 2C03,ANC 2C
-77.0229083065424,38.8912610158246,NATIONAL GALLERY OF ART SCULPTURE GARDEN ICE SKATING RINK,,Ward 2,MUSEUM / ZOO,ACTIVE,3073,293258,,,,,,,2005/08/12 16:06:07+00,OCTO GIS,2006/12/27 12:33:11+00,OCTO GIS DBA,,669091,6917309,,SMD 2C03,ANC 2C
-77.0229083065424,38.8912610158246,NATIONAL GALLERY OF ART SCULPTURE GARDEN,,Ward 2,MUSEUM / ZOO,ACTIVE,3074,293258,,,,,,,2005/08/12 16:06:07+00,OCTO GIS,2006/12/27 12:33:11+00,OCTO GIS DBA,,669092,6917309,,SMD 2C03,ANC 2C
-77.0229743959285,38.8981884386395,NATIONAL PORTRAIT GALLERY,,Ward 2,MUSEUM / ZOO,ACTIVE,3440,294248,,,,,,,2005/08/15 11:45:59+00,OCTO GIS,,,,669172,6879033,,SMD 2C01,ANC 2C
-77.0229743959285,38.8981884386395,SMITHSONIAN AMERICAN ART MUSEUM,,Ward 2,MUSEUM / ZOO,ACTIVE,12539,294248,,,,,,,2012/09/14 14:08:13+00,DARREN,,,,669173,6879033,,SMD 2C01,ANC 2C
-77.0229743959285,38.8981884386395,DONALD W. REYNOLDS CENTER FOR AMERICAN ART AND PORTRAITURE,,Ward 2,MUSEUM / ZOO,ACTIVE,10141,294248,,,,,,,2011/03/29 09:51:08+00,DAVID,,,,669174,6879033,,SMD 2C01,ANC 2C
-77.0273498149098,38.8882756750134,FREER GALLERY OF ART,,Ward 2,MUSEUM / ZOO,ACTIVE,11246,294417,,,,,,,2011/10/11 12:54:11+00,DARREN,,,,669305,6878684,,SMD 2C03,ANC 2C
-77.0229628340255,38.8884142679547,HIRSHHORN MUSEUM AND SCULPTURE GARDEN,,Ward 2,MUSEUM / ZOO,ACTIVE,3638,294428,,,,,,,2005/08/15 11:45:59+00,OCTO GIS,,,,669314,6879102,,SMD 2C03,ANC 2C
-77.0166824495506,38.8882575971772,NATIONAL MUSEUM OF THE AMERICAN INDIAN,,Ward 2,MUSEUM / ZOO,ACTIVE,3639,294429,,,,,,,2005/08/15 11:45:59+00,OCTO GIS,,,,669315,6878403,,SMD 2C03,ANC 2C
-77.0539168343522,38.9313466838401,NATIONAL ZOO CHEETAH CONSERVATION STATION,,Ward 3,MUSEUM / ZOO,ACTIVE,7116,301361,,,,,,,2006/05/14 03:15:10+00,OCTO GIS,,,,669399,6879800,,SMD 3C03,ANC 3C
-77.0535689648556,38.9316188046761,NATIONAL ZOO ZEBRAS,,Ward 3,MUSEUM / ZOO,ACTIVE,7117,301362,,,,,,,2006/05/14 03:15:10+00,OCTO GIS,,,,669400,6877866,,SMD 3C03,ANC 3C
-77.0532438920728,38.931841818794,NATIONAL ZOO KANGAROOS,,Ward 3,MUSEUM / ZOO,ACTIVE,7118,301363,,,,,,,2006/05/14 03:15:10+00,OCTO GIS,,,,669401,6877463,,SMD 3C03,ANC 3C
-77.0528270119043,38.9311313424228,NATIONAL ZOO FUJIFILM GIANT PANDA HABITAT,,Ward 3,MUSEUM / ZOO,ACTIVE,7119,301364,,,,,,,2006/05/14 03:15:10+00,OCTO GIS,,,,669402,6918222,,SMD 3C03,ANC 3C
-77.0526899853251,38.9314275074292,NATIONAL ZOO PANDA CAFE,,Ward 3,MUSEUM / ZOO,ACTIVE,7120,301365,,,,,,,2006/05/14 03:15:10+00,OCTO GIS,,,,669403,6894742,,SMD 3C03,ANC 3C
-77.0525628501135,38.9293415099845,NATIONAL ZOO GREAT FLIGHT EXHIBIT,,Ward 3,MUSEUM / ZOO,ACTIVE,7121,301366,,,,,,,2006/05/14 03:15:10+00,OCTO GIS,,,,669404,6877459,,SMD 3C03,ANC 3C
-77.0525134260244,38.9319179091707,NATIONAL ZOO RESTROOMS,,Ward 3,MUSEUM / ZOO,ACTIVE,7122,301367,,,,,,,2006/05/14 03:15:10+00,OCTO GIS,,,,669405,6902589,,SMD 3C03,ANC 3C
-77.0518908959724,38.9319736784123,NATIONAL ZOO PANDA PAVILION,,Ward 3,MUSEUM / ZOO,ACTIVE,7123,301368,,,,,,,2006/05/14 03:15:10+00,OCTO GIS,,,,669406,6919706,,SMD 3C03,ANC 3C
-77.0519584120636,38.929979208481,NATIONAL ZOO WETLANDS,,Ward 3,MUSEUM / ZOO,ACTIVE,7124,301369,,,,,,,2006/05/14 03:15:10+00,OCTO GIS,,,,669407,6877462,,SMD 3C03,ANC 3C
-77.0519538619048,38.9314902645685,NATIONAL ZOO GIRAFFES,,Ward 3,MUSEUM / ZOO,ACTIVE,7125,301370,,,,,,,2006/05/14 03:15:10+00,OCTO GIS,,,,669408,6877879,,SMD 3C03,ANC 3C
-77.0518668711752,38.9295468501425,NATIONAL ZOO BIRD HOUSE,,Ward 3,MUSEUM / ZOO,ACTIVE,7126,301371,,,,,,,2006/05/14 03:15:10+00,OCTO GIS,,,,669409,6918049,,SMD 3C03,ANC 3C
-77.0511659979643,38.9311339731621,NATIONAL ZOO ELEPHANT HOUSE,,Ward 3,MUSEUM / ZOO,ACTIVE,7127,301372,,,,,,,2006/05/14 03:15:10+00,OCTO GIS,,,,669410,6877882,,SMD 3C03,ANC 3C
-77.0509502908644,38.9304384456455,NATIONAL ZOO RESTROOMS,,Ward 3,MUSEUM / ZOO,ACTIVE,7128,301373,,,,,,,2006/05/14 03:15:10+00,OCTO GIS,,,,669411,6877455,,SMD 3C03,ANC 3C
-77.0508749669519,38.9310672585514,NATIONAL ZOO HIPPOPOTAMUS,,Ward 3,MUSEUM / ZOO,ACTIVE,7129,301374,,,,,,,2006/05/14 03:15:10+00,OCTO GIS,,,,669412,6877880,,SMD 3C03,ANC 3C
-77.050469259239,38.930296323045,NATIONAL ZOO GOLDEN LION TAMARINS,,Ward 3,MUSEUM / ZOO,ACTIVE,7130,301375,,,,,,,2006/05/14 03:15:10+00,OCTO GIS,,,,669413,6877460,,SMD 3C03,ANC 3C
-77.0498813583179,38.9302118973187,NATIONAL ZOO OTTERS,,Ward 3,MUSEUM / ZOO,ACTIVE,7131,301376,,,,,,,2006/05/14 03:15:10+00,OCTO GIS,,,,669414,6877461,,SMD 3C03,ANC 3C
-77.0495272447814,38.9298108177081,NATIONAL ZOO BALD EAGLES,,Ward 3,MUSEUM / ZOO,ACTIVE,7132,301377,,,,,,,2006/05/14 03:15:10+00,OCTO GIS,,,,669415,6917665,,SMD 3C03,ANC 3C
-77.0493437363883,38.9284514507507,NATIONAL ZOO SLOTH BEARS,,Ward 3,MUSEUM / ZOO,ACTIVE,7133,301378,,,,,,,2006/05/14 03:15:10+00,OCTO GIS,,,,669416,6884845,,SMD 3C03,ANC 3C
-77.0493277347736,38.9299936807406,NATIONAL ZOO MEXICAN WOLVES,,Ward 3,MUSEUM / ZOO,ACTIVE,7134,301379,,,,,,,2006/05/14 03:15:10+00,OCTO GIS,,,,669417,6877456,,SMD 3C03,ANC 3C
-77.0492473889987,38.9293830411212,NATIONAL ZOO SEALS,,Ward 3,MUSEUM / ZOO,ACTIVE,7135,301380,,,,,,,2006/05/14 03:15:10+00,OCTO GIS,,,,669418,6878179,,SMD 3C03,ANC 3C
-77.0487350200422,38.9304538037145,NATIONAL ZOO SMALL MAMMAL HOUSE,,Ward 3,MUSEUM / ZOO,ACTIVE,7136,301381,,,,,,,2006/05/14 03:15:10+00,OCTO GIS,,,,669419,6877457,,SMD 3C03,ANC 3C
-77.0483227843319,38.9292006484137,NATIONAL ZOO GIBBON RIDGE,,Ward 3,MUSEUM / ZOO,ACTIVE,7137,301382,,,,,,,2006/05/14 03:15:10+00,OCTO GIS,,,,669420,6878129,,SMD 3C03,ANC 3C
-77.0482342568198,38.929949546014,NATIONAL ZOO GREAT APE HOUSE,,Ward 3,MUSEUM / ZOO,ACTIVE,7138,301383,,,,,,,2006/05/14 03:15:10+00,OCTO GIS,,,,669421,6878130,,SMD 3C03,ANC 3C
-77.0480253097717,38.9279417690267,NATIONAL ZOO AMAZONIA,,Ward 3,MUSEUM / ZOO,ACTIVE,7139,301384,,,,,,,2006/05/14 03:15:10+00,OCTO GIS,,,,669422,6877799,,SMD 3C03,ANC 3C
-77.0476035583152,38.9289780779151,NATIONAL ZOO LEMUR ISLAND,,Ward 3,MUSEUM / ZOO,ACTIVE,7140,301385,,,,,,,2006/05/14 03:15:10+00,OCTO GIS,,,,669423,6877867,,SMD 3C03,ANC 3C
-77.0474445990938,38.9301370619748,NATIONAL ZOO KOMODO DRAGONS,,Ward 3,MUSEUM / ZOO,ACTIVE,7141,301386,,,,,,,2006/05/14 03:15:11+00,OCTO GIS,,,,669424,6877800,,SMD 3C03,ANC 3C
-77.0473793967485,38.9279933800745,NATIONAL ZOO POLICE,,Ward 3,MUSEUM / ZOO,ACTIVE,7142,301387,,,,,,,2006/05/14 03:15:11+00,OCTO GIS,,,,669425,6877881,,SMD 3C03,ANC 3C
-77.0474158637388,38.9299365486159,NATIONAL ZOO GORILLA GROVE,,Ward 3,MUSEUM / ZOO,ACTIVE,7143,301388,,,,,,,2006/05/14 03:15:11+00,OCTO GIS,,,,669426,6879705,,SMD 3C03,ANC 3C
-77.0473872734512,38.9297805362464,NATIONAL ZOO REPTILE DISCOVERY CENTER,,Ward 3,MUSEUM / ZOO,ACTIVE,7144,301389,,,,,,,2006/05/14 03:15:11+00,OCTO GIS,,,,669427,6917664,,SMD 3C03,ANC 3C
-77.0469350397562,38.9276411540766,NATIONAL ZOO MANE RESTURANT,,Ward 3,MUSEUM / ZOO,ACTIVE,7145,301390,,,,,,,2006/05/14 03:15:11+00,OCTO GIS,,,,669428,6877801,,SMD 3C03,ANC 3C
-77.0467358958892,38.92855945144,NATIONAL ZOO LIONS,,Ward 3,MUSEUM / ZOO,ACTIVE,7146,301391,,,,,,,2006/05/14 03:15:11+00,OCTO GIS,,,,669429,6894743,,SMD 3C03,ANC 3C
-77.0466394268383,38.9293573563142,NATIONAL ZOO THINK TANK,,Ward 3,MUSEUM / ZOO,ACTIVE,7147,301392,,,,,,,2006/05/14 03:15:11+00,OCTO GIS,,,,669430,6894744,,SMD 3C03,ANC 3C
-77.0463196273219,38.9274183537135,NATIONAL ZOO PICNIC PAVILION,,Ward 3,MUSEUM / ZOO,ACTIVE,7148,301393,,,,,,,2006/05/14 03:15:11+00,OCTO GIS,,,,669431,6781099,,SMD 3C03,ANC 3C
-77.0461424001229,38.9285329325845,NATIONAL ZOO TIGERS,,Ward 3,MUSEUM / ZOO,ACTIVE,7149,301394,,,,,,,2006/05/14 03:15:11+00,OCTO GIS,,,,669432,6894745,,SMD 3C03,ANC 3C
-77.0461300195034,38.9270442232447,NATIONAL ZOO KIDS' FARM,,Ward 3,MUSEUM / ZOO,ACTIVE,7150,301395,,,,,,,2006/05/14 03:15:11+00,OCTO GIS,,,,669433,6877458,,SMD 3C03,ANC 3C
-77.0303056127898,38.8901589576412,NATIONAL MUSEUM OF AMERICAN HISTORY GSI KIOSK,,Ward 2,MUSEUM / ZOO,ACTIVE,7248,301620,,,,,,,2006/06/02 15:40:37+00,OCTO GIS,,,,669452,6919348,,SMD 2C03,ANC 2C
-77.0301254232779,38.8903640349015,NATIONAL MUSEUM OF AMERICAN HISTORY TOURMOBILE KIOSK,,Ward 2,MUSEUM / ZOO,ACTIVE,7249,301621,,,,,,,2006/06/02 15:40:37+00,OCTO GIS,,,,669453,6900850,,SMD 2C03,ANC 2C
-77.0288681108096,38.8909665623394,NATIONAL MUSUEM OF AMERICAN HISTORY ANNEX,,Ward 2,MUSEUM / ZOO,ACTIVE,7616,302663,,,,,,,2006/09/01 12:50:04+00,OCTO GIS,,,,669535,6878683,,SMD 2C03,ANC 2C
-77.0541410814813,38.9300329882521,NATIONAL ZOO ASIA TRAIL,,Ward 3,MUSEUM / ZOO,ACTIVE,7738,303040,,,,,,,2006/10/23 15:27:41+00,OCTO GIS,,,,669543,6894822,,SMD 3C03,ANC 3C
-76.9718824500297,38.9120654023852,US NATIONAL ARBORETUM FRIENDSHIP GARDEN,,Ward 5,MUSEUM / ZOO,ACTIVE,7838,303189,,,,,,,2006/11/22 13:13:39+00,OCTO GIS,,,,669559,6878820,,SMD 5C04,ANC 5C
-76.9760526045887,38.9119262517057,US NATIONAL ARBORETUM PERENNIAL COLLECTIONS,,Ward 5,MUSEUM / ZOO,ACTIVE,7839,303190,,,,,,,2006/11/22 13:13:39+00,OCTO GIS,,,,669560,6919718,,SMD 5C04,ANC 5C
-76.9572954432814,38.9157045845826,US NATIONAL ARBORETUM GOTELLI DWARF AND SLOW-GROWING CONIFER COLLECTION,,Ward 5,MUSEUM / ZOO,ACTIVE,7840,303191,,,,,,,2006/11/22 13:13:39+00,OCTO GIS,,,,669561,6878815,,SMD 5C04,ANC 5C
-76.9657397048263,38.9076292248761,US NATIONAL ARBORETUM YOUTH GARDEN,,Ward 5,MUSEUM / ZOO,ACTIVE,7841,303192,,,,,,,2006/11/22 13:13:39+00,OCTO GIS,,,,669562,6902601,,SMD 5C04,ANC 5C
-76.9688744819307,38.907800269685,US NATIONAL ARBORETUM NATIONAL GROVE OF STATE TREES,,Ward 5,MUSEUM / ZOO,ACTIVE,7842,303193,,,,,,,2006/11/22 13:13:39+00,OCTO GIS,,,,669563,6878818,,SMD 5C04,ANC 5C
-76.9650132023923,38.9091070992304,US NATIONAL ARBORETUM FERN VALLEY,,Ward 5,MUSEUM / ZOO,ACTIVE,7843,303194,,,,,,,2006/11/22 13:13:39+00,OCTO GIS,,,,669564,6878816,,SMD 5C04,ANC 5C
-76.9675993645645,38.9102492923847,US NATIONAL ARBORETUM NATIONAL CAPITOL COLUMNS,,Ward 5,MUSEUM / ZOO,ACTIVE,7844,303195,,,,,,,2006/11/22 13:13:39+00,OCTO GIS,,,,669565,6878822,,SMD 5C04,ANC 5C
-76.9717030917716,38.9122279596432,US NATIONAL ARBORETUM ARBOR HOUSE,,Ward 5,MUSEUM / ZOO,ACTIVE,7845,303196,,,,,,,2006/11/22 13:13:39+00,OCTO GIS,,,,669566,6896390,,SMD 5C04,ANC 5C
-76.9559446265461,38.9147568565448,US NATIONAL ARBORETUM DOGWOOD COLLECTION,,Ward 5,MUSEUM / ZOO,ACTIVE,7846,303197,,,,,,,2006/11/22 13:13:39+00,OCTO GIS,,,,669567,6878823,,SMD 5C04,ANC 5C
-76.9554363357053,38.9125788077566,US NATIONAL ARBORETUM ASIAN COLLECTION,,Ward 5,MUSEUM / ZOO,ACTIVE,7847,303198,,,,,,,2006/11/22 13:13:39+00,OCTO GIS,,,,669568,6878821,,SMD 5C04,ANC 5C
-76.9598697090305,38.9107343348643,US NATIONAL ARBORETUM HOLLY AND MANGOLIA COLLECTIONS,,Ward 5,MUSEUM / ZOO,ACTIVE,7848,303199,,,,,,,2006/11/22 13:13:39+00,OCTO GIS,,,,669569,6878817,,SMD 5C04,ANC 5C
-76.968862537728,38.9121839972142,US NATIONAL ARBORETUM NATIONAL BONSAI AND PENJING MUSEUM,,Ward 5,MUSEUM / ZOO,ACTIVE,14675,303200,,,,,,,2015/05/12 15:40:53+00,DAVID,,,,669570,6919719,,SMD 5C04,ANC 5C
-76.969552321283,38.9115288221423,US NATIONAL ARBORETUM NATIONAL HERB GARDEN,,Ward 5,MUSEUM / ZOO,ACTIVE,7850,303201,,,,,,,2006/11/22 13:13:39+00,OCTO GIS,,,,669571,6888985,,SMD 5C04,ANC 5C
-76.9735850147067,38.9104456492901,US NATIONAL ARBORETUM AZALEA COLLECTIONS,,Ward 5,MUSEUM / ZOO,ACTIVE,7851,303202,,,,,,,2006/11/22 13:13:39+00,OCTO GIS,,,,669572,6878819,,SMD 5C04,ANC 5C
-76.9732415302671,38.9123142616316,US NATIONAL ARBORETUM NATIONAL BOXWOOD COLLECTION,,Ward 5,MUSEUM / ZOO,ACTIVE,7852,303203,,,,,,,2006/11/22 13:13:39+00,OCTO GIS,,,,669573,6883593,,SMD 5C04,ANC 5C
-77.0473558934516,38.9308070460463,NATIONAL ZOO ADMINISTRATION,,Ward 3,MUSEUM / ZOO,ACTIVE,10044,309257,,,,,,,2010/12/08 13:22:23+00,DAVID,,,,669953,6901019,,SMD 3C03,ANC 3C
-77.0235232719534,38.8912959361668,NATIONAL GALLERY OF ART SCULPTURE GARDEN CAFE PAVILLION,,Ward 2,MUSEUM / ZOO,ACTIVE,10051,309258,,,,,,,2010/12/10 08:47:49+00,DAVID,,,,669954,6885756,,SMD 2C03,ANC 2C
-77.0470657489382,38.9287562408099,NATIONAL ZOO SPEEDWELL FOUNDATION CONSERVATION CAROUSEL,,Ward 3,MUSEUM / ZOO,ACTIVE,16187,317392,,,,,,,2018/01/31 13:04:55+00,DAVID,,,,670383,6781578,,SMD 3C03,ANC 3C
